Date,Ticker,PX_LAST,PX_BID,log_ret
2004-02-09,IYT,12.935,12.9225,0.0027095042703661
2004-02-10,IYT,13.0275,12.985,0.0071256921632402
2004-02-11,IYT,13.1025,13.1375,0.0057405438929516
2004-02-12,IYT,13.15,13.1275,0.0036187069295893
2004-02-13,IYT,13.05,13.0375,-0.007633624855071
2004-02-17,IYT,13.05,13.02,0.0
2004-02-18,IYT,12.9625,12.94,-0.0067275602130567
2004-02-19,IYT,12.9675,12.9025,0.0003856536877723
2004-02-20,IYT,12.9075,12.8825,-0.0046376894717509
2004-02-23,IYT,12.745,12.72,-0.0126694999435884
2004-02-24,IYT,12.765,12.7375,0.0015680128653683
2004-02-25,IYT,12.795,12.78,0.0023474189183048
2004-02-26,IYT,12.915,12.8825,0.0093349569360515
2004-02-27,IYT,13.035,12.935,0.0092486208376613
2004-03-01,IYT,13.025,13.0125,-0.0007674597460344
2004-03-02,IYT,12.97,12.9225,-0.0042315893110779
2004-03-03,IYT,12.93,12.895,-0.0030888055445863
2004-03-04,IYT,12.85,12.855,-0.0062063814425372
2004-03-05,IYT,12.9225,12.92,0.0056261667468285
2004-03-08,IYT,12.825,12.8,-0.007573587031224
2004-03-09,IYT,12.6875,12.67,-0.0107791342548269
2004-03-10,IYT,12.69,12.4575,0.00019702492429
2004-03-11,IYT,12.7175,12.4775,0.0021647159884866
2004-03-12,IYT,12.7025,12.7625,-0.0011801732290329
2004-03-15,IYT,12.5625,12.4725,-0.0110826386664554
2004-03-16,IYT,12.5125,12.375,-0.0039880411779554
2004-03-17,IYT,12.765,12.7225,0.0199789060521082
2004-03-18,IYT,12.6325,12.66,-0.0104341925095206
2004-03-19,IYT,12.4825,12.4625,-0.0119451947912993
2004-03-22,IYT,12.3325,12.3,-0.0120896092668709
2004-03-23,IYT,12.4,12.3675,0.005458418485235
2004-03-24,IYT,12.375,12.365,-0.0020181641562372
2004-03-25,IYT,12.6925,12.64,0.0253329593846583
2004-03-26,IYT,12.715,12.6925,0.0017711310346706
2004-03-29,IYT,12.875,12.905,0.0125050476757168
2004-03-30,IYT,12.865,12.865,-0.0007770008160923
2004-03-31,IYT,12.95,12.95,0.0065853424118391
2004-04-01,IYT,13.0525,13.02,0.0078838981570236
2004-04-02,IYT,13.285,13.255,0.0176558929092064
2004-04-05,IYT,13.18,13.2,-0.0079350501374156
2004-04-06,IYT,13.36,13.3075,0.0135646390341384
2004-04-07,IYT,13.2475,13.22,-0.0084563127237194
2004-04-08,IYT,13.09,13.09,-0.0119602754629715
2004-04-12,IYT,13.0975,13.1225,0.0005727923784291
2004-04-13,IYT,12.9675,12.9275,-0.0099751450568195
2004-04-14,IYT,12.9425,13.005,-0.0019297574494986
2004-04-15,IYT,13.065,13.045,0.0094204291786563
2004-04-16,IYT,13.15,13.1575,0.0064848596511978
2004-04-19,IYT,13.1875,13.085,0.0028476526125116
2004-04-20,IYT,13.115,13.045,-0.0055127979174482
2004-04-21,IYT,13.1625,13.2325,0.0036152641412567
2004-04-22,IYT,13.4375,13.48,0.0206774284277876
2004-04-23,IYT,13.485,13.47,0.0035286507038116
2004-04-26,IYT,13.425,13.3325,-0.0044593161967647
2004-04-27,IYT,13.35,13.335,-0.0056022555486697
2004-04-28,IYT,13.2775,13.235,-0.0054455115318413
2004-04-29,IYT,13.0225,13.05,-0.0193922426772074
2004-04-30,IYT,13.03,12.9725,0.0005757604995439
2004-05-03,IYT,13.12,13.11,0.0068833923791892
2004-05-04,IYT,13.095,13.0875,-0.0019073055562675
2004-05-05,IYT,13.19,13.135,0.0072284887695478
2004-05-06,IYT,13.075,13.0925,-0.0087569567782366
2004-05-07,IYT,12.8025,12.79,-0.0210615455964181
2004-05-10,IYT,12.65,12.635,-0.0119832491810389
2004-05-11,IYT,12.755,12.7375,0.0082661364202454
2004-05-12,IYT,12.6,12.81,-0.0122265376363423
2004-05-13,IYT,12.805,12.865,0.0161389056940561
2004-05-14,IYT,12.8225,12.8125,0.0013657206297978
2004-05-17,IYT,12.6575,12.67,-0.0129515154193591
2004-05-18,IYT,12.8275,12.7925,0.0133413789720557
2004-05-19,IYT,12.945,12.7725,0.009118309369518
2004-05-20,IYT,12.77,12.745,-0.0136109431590529
2004-05-21,IYT,12.855,12.885,0.0066341706734049
2004-05-24,IYT,12.95,12.9175,0.0073629474276939
2004-05-25,IYT,13.125,13.1975,0.0134230203321407
2004-05-26,IYT,13.2625,13.2275,0.0104216954624141
2004-05-27,IYT,13.275,13.2975,0.0009420631879011
2004-05-28,IYT,13.305,13.275,0.0022573373016498
2004-06-01,IYT,13.3,13.345,-0.0003758692019443
2004-06-02,IYT,13.5125,13.5175,0.0158511477376185
2004-06-03,IYT,13.43,13.3475,-0.0061241724301803
2004-06-04,IYT,13.5,13.4725,0.0051986749092376
2004-06-07,IYT,13.6975,13.67,0.0145236489860498
2004-06-08,IYT,13.8375,13.8425,0.0101689636043215
2004-06-09,IYT,13.68,13.6325,-0.0114473858403508
2004-06-10,IYT,13.635,13.615,-0.0032948958968525
2004-06-14,IYT,13.515,13.4875,-0.0088398365691408
2004-06-15,IYT,13.715,13.695,0.0146899446611556
2004-06-16,IYT,13.79,13.775,0.0054535674156439
2004-06-17,IYT,13.7475,13.7725,-0.0030867024053776
2004-06-18,IYT,13.8525,13.83,0.0076087323595348
2004-06-21,IYT,13.8525,13.8125,0.0
2004-06-22,IYT,13.88,13.855,0.0019832333192909
2004-06-23,IYT,14.175,14.145,0.0210308945351572
2004-06-24,IYT,14.135,14.095,-0.0028258584682621
2004-06-25,IYT,14.2375,14.22,0.0072253376277468
2004-06-28,IYT,14.3225,14.3025,0.0059523985272951
2004-06-29,IYT,14.35,14.325,0.0019182149050342
2004-06-30,IYT,14.4125,14.395,0.0043459433895472
2004-07-01,IYT,14.265,14.255,-0.010286900929714
2004-07-02,IYT,14.18,14.1475,-0.0059764635614818
2004-07-06,IYT,14.01,14.0075,-0.0120611607550657
2004-07-07,IYT,14.18,14.145,0.0120611607550657
2004-07-08,IYT,13.8025,13.8,-0.0269827859279186
2004-07-09,IYT,13.91,13.8825,0.0077582707592889
2004-07-12,IYT,13.9275,13.875,0.001257296977482
2004-07-13,IYT,13.885,13.84,-0.0030561821540705
2004-07-14,IYT,13.8971,13.86,0.0008710645174465
2004-07-15,IYT,14.0275,14.0275,0.0093395033667805
2004-07-16,IYT,13.9,13.8825,-0.0091308485063439
2004-07-19,IYT,13.9825,13.95,0.0059177075769598
2004-07-20,IYT,14.2025,14.1675,0.0156114577355388
2004-07-21,IYT,13.8875,13.86,-0.0224288504833965
2004-07-22,IYT,13.75,13.71,-0.0099503308531678
2004-07-23,IYT,13.73,13.66,-0.0014556043327004
2004-07-26,IYT,13.685,13.6825,-0.0032828772872373
2004-07-27,IYT,13.81,13.765,0.0090926249285582
2004-07-28,IYT,13.89,13.8675,0.0057761893450515
2004-07-29,IYT,14.0625,14.0425,0.0123425231983864
2004-07-30,IYT,14.0025,13.9675,-0.0042757948627886
2004-08-02,IYT,14.095,14.05,0.0065842394642256
2004-08-03,IYT,14.0425,14.0125,-0.003731679141625
2004-08-04,IYT,14.065,14.0075,0.0016009965173692
2004-08-05,IYT,13.7625,13.7325,-0.0217419398930217
2004-08-06,IYT,13.35,13.345,-0.0304311172025398
2004-08-09,IYT,13.3875,13.3475,0.0028050509276086
2004-08-10,IYT,13.7025,13.68,0.0232568621642673
2004-08-11,IYT,13.7,13.71,-0.0001824651040552
2004-08-12,IYT,13.515,13.48,-0.013595653105668
2004-08-13,IYT,13.33,13.34,-0.0137830455377935
2004-08-16,IYT,13.7575,13.725,0.0315669957611595
2004-08-17,IYT,13.705,13.705,-0.0038234001970277
2004-08-18,IYT,13.95,13.91,0.0177187785126254
2004-08-19,IYT,13.775,13.7425,-0.0126241532283962
2004-08-20,IYT,13.9175,13.885,0.0102916860365475
2004-08-23,IYT,13.8275,13.8275,-0.0064876781888296
2004-08-24,IYT,14.0,13.965,0.0123979667285626
2004-08-25,IYT,14.055,14.0175,0.0039208747432366
2004-08-26,IYT,14.0525,14.015,-0.000177888464402
2004-08-27,IYT,14.015,14.01,-0.0026721312773413
2004-08-30,IYT,13.9625,13.92,-0.0037530202214324
2004-08-31,IYT,13.985,13.9775,0.0016101622586038
2004-09-01,IYT,14.0275,13.985,0.0030343619890669
2004-09-02,IYT,14.2725,14.23,0.0173149202132871
2004-09-03,IYT,14.18,14.1775,-0.0065020877522958
2004-09-07,IYT,14.335,14.3075,0.0108715782313517
2004-09-08,IYT,14.3925,14.3625,0.0040031382324943
2004-09-09,IYT,14.395,14.355,0.0001736864963116
2004-09-10,IYT,14.5425,14.5075,0.0101944727386404
2004-09-13,IYT,14.515,14.51,-0.0018927993261863
2004-09-14,IYT,14.54,14.5225,0.00172087462878
2004-09-15,IYT,14.5125,14.4775,-0.0018931250813633
2004-09-16,IYT,14.58,14.56,0.0046403795565023
2004-09-17,IYT,14.705,14.675,0.0085368454254463
2004-09-20,IYT,14.64,14.605,-0.0044300634727926
2004-09-21,IYT,14.725,14.7325,0.0057892210044848
2004-09-22,IYT,14.3975,14.3925,-0.0224921491389598
2004-09-23,IYT,14.35,14.325,-0.0033046381930603
2004-09-24,IYT,14.44,14.405,0.00625219125905
2004-09-27,IYT,14.35,14.2975,-0.00625219125905
2004-09-28,IYT,14.475,14.445,0.0086730812534288
2004-09-29,IYT,14.5875,14.5725,0.0077419741536154
2004-09-30,IYT,14.6075,14.58,0.0013700978337807
2004-10-01,IYT,14.8575,14.835,0.0169696928122234
2004-10-04,IYT,14.965,14.9525,0.0072093530459835
2004-10-05,IYT,15.0225,14.995,0.0038349359212838
2004-10-06,IYT,15.2675,15.2425,0.0161773088892066
2004-10-07,IYT,15.055,15.035,-0.0140162241814556
2004-10-08,IYT,15.035,15.005,-0.0013293454932047
2004-10-11,IYT,15.0425,15.005,0.0004987116718772
2004-10-12,IYT,15.0425,15.0175,0.0
2004-10-13,IYT,14.785,14.785,-0.0172663748079291
2004-10-14,IYT,14.9125,14.8825,0.008586634119594
2004-10-15,IYT,15.07,15.09,0.0105062252143697
2004-10-18,IYT,15.2475,15.21,0.0117095425500701
2004-10-19,IYT,15.075,15.055,-0.0113778125752251
2004-10-20,IYT,15.2,15.2,0.0082576852389816
2004-10-21,IYT,15.4675,15.4375,0.017445620570776
2004-10-22,IYT,15.2,15.175,-0.0174456205707759
2004-10-25,IYT,15.2225,15.2025,0.0014791686483613
2004-10-26,IYT,15.4675,15.45,0.0159664519224147
2004-10-27,IYT,15.625,15.625,0.0101311471994583
2004-10-28,IYT,15.66,15.6525,0.0022374949401918
2004-10-29,IYT,15.7475,15.725,0.00557193195129
2004-11-01,IYT,15.8,15.7625,0.0033283175189741
2004-11-02,IYT,15.525,15.5125,-0.0175583122133786
2004-11-03,IYT,15.74,15.7025,0.0137536151697146
2004-11-04,IYT,16.0575,16.0,0.0199707871605533
2004-11-05,IYT,16.0775,16.0475,0.0012447488770707
2004-11-08,IYT,16.145,16.115,0.0041896251833574
2004-11-09,IYT,16.1775,16.1425,0.0020109837390455
2004-11-10,IYT,16.11,16.0675,-0.004181190760401
2004-11-11,IYT,16.325,16.3,0.0132574779736118
2004-11-12,IYT,16.3425,16.3325,0.001071401342253
2004-11-15,IYT,16.245,16.2525,-0.0059839073836839
2004-11-16,IYT,16.11,16.0875,-0.0083449719321806
2004-11-17,IYT,16.2375,16.2,0.007883184807835
2004-11-18,IYT,16.2775,16.255,0.002460404132162
2004-11-19,IYT,16.085,16.095,-0.0118966254378903
2004-11-22,IYT,16.2525,16.245,0.010359582405497
2004-11-23,IYT,16.3,16.3,0.0029183647162299
2004-11-24,IYT,16.4525,16.4325,0.0093123335354203
2004-11-26,IYT,16.46,16.4225,0.0004557539007865
2004-11-29,IYT,16.47,16.4325,0.000607348940625
2004-11-30,IYT,16.5025,16.47,0.0019713403912399
2004-12-01,IYT,16.8475,16.8525,0.020690393257446
2004-12-02,IYT,16.8375,16.8225,-0.0005937361017525
2004-12-03,IYT,16.82,16.7925,-0.0010398871916801
2004-12-06,IYT,16.7375,16.7075,-0.0049169435275109
2004-12-07,IYT,16.595,16.56,-0.0085502658453531
2004-12-08,IYT,16.81,16.7775,0.0128725022485862
2004-12-09,IYT,16.7625,16.7325,-0.0028296988127273
2004-12-10,IYT,16.6275,16.62,-0.0080862974313575
2004-12-13,IYT,16.83,16.79,0.0121050570262753
2004-12-14,IYT,16.9675,16.9275,0.0081367413930619
2004-12-15,IYT,16.9375,16.94,-0.0017696509558567
2004-12-16,IYT,16.8775,16.8375,-0.0035487247060309
2004-12-17,IYT,16.9325,16.3875,0.0032534781730331
2004-12-20,IYT,16.8275,16.5475,-0.0062203992041904
2004-12-21,IYT,17.0875,17.065,0.0153327491473366
2004-12-22,IYT,17.0975,17.065,0.0005850519400462
2004-12-23,IYT,17.0725,17.0375,-0.0014632721370065
2004-12-27,IYT,16.9175,16.895,-0.0091203927288637
2004-12-28,IYT,17.1175,16.8675,0.0117527428888372
2004-12-29,IYT,17.155,17.1325,0.0021883442973321
2004-12-30,IYT,17.155,17.14,0.0
2004-12-31,IYT,17.1175,17.0725,-0.002188344297332
2005-01-03,IYT,16.9075,16.8975,-0.012344021546123
2005-01-04,IYT,16.58,16.55,-0.0195601607598091
2005-01-05,IYT,16.4725,16.4325,-0.0065048259013108
2005-01-06,IYT,16.5,16.48,0.001668057100697
2005-01-07,IYT,16.3875,16.3625,-0.0068415318167167
2005-01-10,IYT,16.485,16.4725,0.0059320274338761
2005-01-11,IYT,16.39,16.375,-0.0057794837679559
2005-01-12,IYT,16.1325,16.1325,-0.0158355219278805
2005-01-13,IYT,15.8975,15.8875,-0.0146740066684317
2005-01-14,IYT,16.075,16.06,0.011103405964257
2005-01-18,IYT,16.1625,16.1625,0.0054284739742928
2005-01-19,IYT,15.9875,15.9575,-0.0108865771930147
2005-01-20,IYT,15.785,15.7825,-0.0127470448950061
2005-01-21,IYT,15.595,15.58,-0.0121097719501884
2005-01-24,IYT,15.555,15.52,-0.0025682197101662
2005-01-25,IYT,15.8975,15.8625,0.0217797338098254
2005-01-26,IYT,15.93,15.9075,0.0020422597625312
2005-01-27,IYT,16.0,16.0,0.0043845983178241
2005-01-28,IYT,15.9175,15.925,-0.0051695893307377
2005-01-31,IYT,16.1775,16.1625,0.0162022550402405
2005-02-01,IYT,16.2225,16.2025,0.0027777795639025
2005-02-02,IYT,16.215,16.215,-0.0004624277539051
2005-02-03,IYT,16.0925,16.0575,-0.0075834148146473
2005-02-04,IYT,16.185,16.165,0.0057315624335735
2005-02-07,IYT,16.2125,16.2,0.0016976622643545
2005-02-08,IYT,16.2625,16.23,0.0030792941960613
2005-02-09,IYT,16.045,16.0225,-0.0134645692768033
2005-02-10,IYT,16.075,16.025,0.0018679955618626
2005-02-11,IYT,16.26,16.2275,0.0114428339959815
2005-02-14,IYT,16.1275,15.4825,-0.0081822146954048
2005-02-15,IYT,16.24,16.225,0.0069514453092719
2005-02-16,IYT,16.2825,16.2725,0.0026135767048877
2005-02-17,IYT,16.1875,15.5475,-0.0058515719786629
2005-02-18,IYT,16.2875,16.2475,0.006158602991207
2005-02-22,IYT,15.9225,15.4975,-0.0226647391875798
2005-02-23,IYT,16.225,16.205,0.01882005932677
2005-02-24,IYT,16.505,16.495,0.0171101027150024
2005-02-25,IYT,16.675,16.65,0.0102472264965311
2005-02-28,IYT,16.7175,16.7125,0.0025454831443091
2005-03-01,IYT,16.87,16.85,0.0090808216118803
2005-03-02,IYT,16.845,16.8,-0.0014830196993608
2005-03-03,IYT,16.8525,16.8525,0.0004451368869407
2005-03-04,IYT,17.1825,17.17,0.0193924102681665
2005-03-07,IYT,17.3925,17.3725,0.012147654802036
2005-03-08,IYT,17.36,17.335,-0.0018703695834552
2005-03-09,IYT,17.2175,17.2125,-0.0082424007954876
2005-03-10,IYT,17.1125,17.105,-0.0061171178221489
2005-03-11,IYT,17.1875,17.175,0.0043731848122228
2005-03-14,IYT,17.2525,17.255,0.0037746850858299
2005-03-15,IYT,17.14,17.0875,-0.006542147342986
2005-03-16,IYT,16.835,16.855,-0.0179548605565959
2005-03-17,IYT,16.94,16.925,0.0062176366108705
2005-03-18,IYT,16.775,16.7525,-0.009788006366163
2005-03-21,IYT,16.8,16.8,0.0014892035514678
2005-03-22,IYT,16.825,16.625,0.0014869891215781
2005-03-23,IYT,16.74,16.75,-0.0050648104694622
2005-03-24,IYT,16.7875,16.73,0.0028334967880269
2005-03-28,IYT,16.76,16.725,-0.0016394667954189
2005-03-29,IYT,16.4275,16.42,-0.0200383352640512
2005-03-30,IYT,16.735,16.725,0.0185455748734041
2005-03-31,IYT,16.6225,16.565,-0.006745135368817
2005-04-01,IYT,16.5125,16.45,-0.0066395294460291
2005-04-04,IYT,16.62,16.58,0.0064891195788586
2005-04-05,IYT,16.7075,16.6875,0.0052509309757859
2005-04-06,IYT,16.67,16.22,-0.0022470236403852
2005-04-07,IYT,16.68,16.67,0.0005997001678978
2005-04-08,IYT,16.18,16.1575,-0.0304344853002551
2005-04-11,IYT,16.22,16.2175,0.0024691370569211
2005-04-12,IYT,16.42,16.375,0.0122550553370155
2005-04-13,IYT,15.9475,15.9425,-0.0291980268903088
2005-04-14,IYT,15.4775,15.055,-0.0299147207227231
2005-04-15,IYT,15.2,14.7225,-0.0180919285590192
2005-04-18,IYT,15.33,15.275,0.0085162650314921
2005-04-19,IYT,15.51,15.01,0.0116732843047245
2005-04-20,IYT,15.3025,15.25,-0.0134687634453595
2005-04-21,IYT,15.79,15.3675,0.0313606145244627
2005-04-22,IYT,15.3925,15.4475,-0.0254964504643224
2005-04-25,IYT,15.585,15.595,0.0124285354160724
2005-04-26,IYT,15.3375,15.3075,-0.0160081031822704
2005-04-27,IYT,15.3575,15.3425,0.0013031440189155
2005-04-28,IYT,15.26,15.2125,-0.0063689281996344
2005-04-29,IYT,15.4025,15.3825,0.0092948080502777
2005-05-02,IYT,15.6275,15.625,0.0145023489172416
2005-05-03,IYT,15.5375,15.5825,-0.0057757259870008
2005-05-04,IYT,15.8325,15.8025,0.0188083325716187
2005-05-05,IYT,15.86,15.825,0.0017354267982536
2005-05-06,IYT,15.8575,15.8375,-0.0001576416807866
2005-05-09,IYT,15.92,15.995,0.0039336058903218
2005-05-10,IYT,15.6825,15.5875,-0.0150307394274756
2005-05-11,IYT,15.88,15.85,0.0125150148302285
2005-05-12,IYT,15.4275,15.415,-0.0289088246059048
2005-05-13,IYT,15.31,15.295,-0.0076454215434923
2005-05-16,IYT,15.6275,15.625,0.0205259731542378
2005-05-17,IYT,15.825,15.8,0.0125587852064094
2005-05-18,IYT,16.22,16.2075,0.0246540806570269
2005-05-19,IYT,16.295,16.265,0.0046132636022581
2005-05-20,IYT,16.28,16.26,-0.0009209517151306
2005-05-23,IYT,16.2875,16.2775,0.0004605818765691
2005-05-24,IYT,16.335,16.3,0.0029121026020699
2005-05-25,IYT,16.175,16.175,-0.0098432046660691
2005-05-26,IYT,16.37,16.3375,0.0119835509960793
2005-05-27,IYT,16.295,16.2725,-0.0045920790935186
2005-05-31,IYT,16.2175,16.1725,-0.0047674061844514
2005-06-01,IYT,16.3225,16.3075,0.0064536179735781
2005-06-02,IYT,16.435,16.395,0.006868683037531
2005-06-03,IYT,16.345,16.3025,-0.0054911669400087
2005-06-06,IYT,16.3475,16.35,0.00015294027712
2005-06-07,IYT,16.31,16.275,-0.0022965638203713
2005-06-08,IYT,15.9625,15.95,-0.0215361952742645
2005-06-09,IYT,15.9275,15.9125,-0.0021950463501513
2005-06-10,IYT,15.885,15.8625,-0.0026719072870267
2005-06-13,IYT,15.91,15.88,0.0015725746282159
2005-06-14,IYT,15.8475,15.825,-0.003936083173511
2005-06-15,IYT,15.935,15.8825,0.0055061886931154
2005-06-16,IYT,16.05,16.045,0.007190901706725
2005-06-17,IYT,16.1825,16.1475,0.0082215618615033
2005-06-20,IYT,16.055,16.0525,-0.0079100838960508
2005-06-21,IYT,16.0625,16.0275,0.0004670351139612
2005-06-22,IYT,16.0575,16.045,-0.0003113325056279
2005-06-23,IYT,15.5175,15.5175,-0.0342076108441396
2005-06-24,IYT,15.335,14.8375,-0.0118306217394557
2005-06-27,IYT,15.2275,15.215,-0.0070347938377122
2005-06-28,IYT,15.642,15.6325,0.026856600450917
2005-06-29,IYT,15.7975,15.31,0.0098920954860535
2005-06-30,IYT,15.6425,15.215,-0.0098601307750917
2005-07-01,IYT,15.74,15.725,0.0062136740988756
2005-07-05,IYT,15.855,15.3675,0.0072796650010534
2005-07-06,IYT,15.7825,15.78,-0.0045831767306669
2005-07-07,IYT,15.7804,15.3,-0.0001330676207254
2005-07-08,IYT,16.08,16.0825,0.018807600111902
2005-07-11,IYT,16.2525,16.225,0.0106704793456665
2005-07-12,IYT,16.145,16.125,-0.0066363388862481
2005-07-13,IYT,16.205,16.1775,0.0037094323832721
2005-07-14,IYT,16.49,15.9925,0.0174342999779969
2005-07-15,IYT,16.3925,16.3925,-0.00593022341587
2005-07-18,IYT,16.3375,15.8875,-0.0033608342052969
2005-07-19,IYT,16.3675,16.2875,0.0018345823827691
2005-07-20,IYT,16.9475,16.95,0.0348226689898743
2005-07-21,IYT,16.952,16.475,0.0002654906430144
2005-07-22,IYT,16.9425,16.4575,-0.0005605629378671
2005-07-25,IYT,16.7475,16.2725,-0.0115762646278454
2005-07-26,IYT,16.7625,16.3275,0.0008952552075114
2005-07-27,IYT,16.88,16.38,0.0069852405600141
2005-07-28,IYT,17.115,16.635,0.0138257828143375
2005-07-29,IYT,17.025,16.5475,-0.0052724199465725
2005-08-01,IYT,17.085,16.6125,0.0035180335316792
2005-08-02,IYT,17.0565,16.555,-0.0016695228165048
2005-08-03,IYT,17.0,16.85,-0.003318018694534
2005-08-04,IYT,16.835,16.39,-0.0097532914431782
2005-08-05,IYT,16.715,16.2125,-0.0071535327409759
2005-08-08,IYT,16.6825,16.66,-0.0019462540764371
2005-08-09,IYT,16.7225,16.705,0.0023948522148014
2005-08-10,IYT,16.7425,16.7225,0.0011952787916422
2005-08-11,IYT,16.8025,16.36,0.0035772880599155
2005-08-12,IYT,16.8,16.7575,-0.0001487984527704
2005-08-15,IYT,16.8275,16.8175,0.0016355664935178
2005-08-16,IYT,16.6085,16.145,-0.0130998403994037
2005-08-17,IYT,16.72,16.27,0.006690995153228
2005-08-18,IYT,16.6525,16.195,-0.004045252351358
2005-08-19,IYT,16.655,16.225,0.0001501163404455
2005-08-22,IYT,16.7175,16.7,0.0037456033003535
2005-08-23,IYT,16.455,16.4325,-0.0158266925506934
2005-08-24,IYT,16.465,16.45,0.0006075334330243
2005-08-25,IYT,16.5725,16.5725,0.006507779305082
2005-08-26,IYT,16.4775,16.4425,-0.0057488811886717
2005-08-29,IYT,16.5275,16.51,0.0030298462808583
2005-08-30,IYT,16.365,15.89,-0.0098807522724522
2005-08-31,IYT,16.51,16.4825,0.008821349978893
2005-09-01,IYT,16.4175,16.405,-0.0056184188490459
